document,class_name,class_index,dataset_type
base content base image abstract definition application,2,2,train
abstraction information management,0,1,train
fourier method nonparametric image registration,2,2,train
datum text classification cluster parameter,1,0,train
modeling performance analysis connection network,2,2,train
exploration hybrid photo clustering,2,2,train
pattern classification miss learn,1,0,train
real time recognition embed platform,2,2,train
real time body tracking gaussian process latent variable model,2,2,train
control procedure presence concept drift,1,0,train
content analysis video audio event detection,2,2,train
unifying analysis full reference image quality assessment,2,2,train
dynamic local role inference network natural language understanding,1,0,train
multilingual feature base method,1,0,train
dynamic semantic aspect,1,0,train
machine vision system,2,2,train
spatial relationship pattern base clustering,3,3,train
authentication distribute source code,2,2,train
approach machine translation,1,0,train
efficient base intelligent prediction system,1,0,train
robot system task,2,2,train
search structure multiple stream datum,1,0,train
incremental inference multiple agent,1,0,train
discover differential law equation hide state variable chaotic dynamic,1,0,train
evaluation criterion measure quality cluster,1,0,train
find hide structure relational database,3,3,train
text segmentation topic model analytical study,0,1,train
topic model link document update rule estimation,1,0,train
simplification strategy selection image retrieval,2,2,train
tractable anytime temporal constraint propagation,1,0,train
detection frequency analysis expansion,2,2,train
database system system biological research,0,1,train
geometric reasoning single image structure recovery,2,2,train
approximate search large string database,0,1,train
solve complex datum retrieval problem,0,1,train
data model production system,2,2,train
model active object orient database,0,1,train
hybrid index structure location base web search,0,1,train
classification unlabeled point set,2,2,train
base event detection audio conversation,2,2,train
build identification enable camera cell phone,2,2,train
choose weighting avoid logic,1,0,train
general model multiple view unsupervise learning,3,3,train
audio visual multi person tracking identification smart environment,2,2,train
formal verification production system program,1,0,train
approximation cluster uncertain datum,0,1,train
automatic segmentation algorithm move object video sequence multi constraint,2,2,train
extract rule classical statistical viewpoint,3,3,train
flow external force snake,2,2,train
practical model memory base machine translation,1,0,train
stage analogy process verification base analogical learning,1,0,train
advanced center bias search algorithm motion estimation,2,2,train
sequential single auction algorithm control,1,0,train
approach parse prolog,1,0,train
datum scale state art datum cluster,0,1,train
watermarke color histogram,2,2,train
learn arithmetic circuit,1,0,train
face recognition boost,2,2,train
inference text understanding,1,0,train
feature image representation application transform coding,2,2,train
efficient query processing large traffic network,0,1,train
online learning random representation,1,0,train
represent logical form computational constraint linguistic evidence,1,0,train
mine sequential pattern generalization performance improvement,0,1,train
performance evaluation database research principle experience,0,1,train
surface orientation perspective projection,1,0,train
method wireless broadcast datum,0,1,train
pattern matching system,1,0,train
dynamic multi learning,1,0,train
object base wavelet coding layered object representation,2,2,train
experiment associative discrimination net,1,0,train
temporal reasoning program,1,0,train
